segment,value,trades,win_rate,expectancy_points,expectancy_r,profit_factor,net_points,tp1_hit_rate,tp2_hit_rate,tp3_hit_rate,tp4_hit_rate,stop_rate,average_mfe,median_mfe,average_mae,median_mae,average_score,median_score,average_hold_minutes,year,setup_family,direction,timeframe
timeframe_relation,opposed,49,0.1836734693877551,-3.183673469387755,-0.1380879494655004,0.8418651799290421,-156.0,0.5102040816326531,0.24489795918367346,0.16326530612244897,0.14285714285714285,0.7959183673469388,39.51020408163265,31.75,29.73469387755102,27.5,74.6611815854189,73.83892736447078,14.612244897959183,,,,1h
timeframe_relation,neutral,0,,,,,,,,,,,,,,,,,,,,,1h
timeframe_relation,unknown,0,,,,,,,,,,,,,,,,,,,,,1h
timeframe_year_relation,aligned,327,0.327217125382263,2.920489296636086,0.1179564682754186,1.1765004851453125,955.0,0.5076452599388379,0.3516819571865443,0.21406727828746178,0.1162079510703364,0.654434250764526,39.50993883792049,26.0,24.152905198776757,26.5,75.72069150553723,73.96253033178772,24.085626911314986,2023,,,1h
timeframe_year_relation,opposed,17,0.23529411764705882,2.823529411764706,0.10341736694677878,1.1480339244410178,48.0,0.6470588235294118,0.23529411764705882,0.17647058823529413,0.17647058823529413,0.7647058823529411,43.9264705882353,39.75,30.470588235294116,29.25,75.29300952601555,74.41566826289487,16.529411764705884,2023,,,1h
timeframe_year_relation,neutral,0,,,,,,,,,,,,,,,,,,2023,,,1h
timeframe_year_relation,unknown,0,,,,,,,,,,,,,,,,,,2023,,,1h
timeframe_year_relation,aligned,372,0.2768817204301075,0.3541666666666667,0.015231108555422949,1.0198710455865163,131.75,0.4435483870967742,0.3118279569892473,0.20967741935483872,0.12634408602150538,0.7016129032258065,36.973118279569896,21.0,25.6747311827957,27.0,75.86081380471397,74.0,20.631720430107528,2024,,,1h
timeframe_year_relation,opposed,16,0.1875,-4.09375,-0.1738690476190476,0.7979953739398612,-65.5,0.4375,0.25,0.1875,0.125,0.8125,36.3125,14.625,27.515625,27.125,74.89112467341783,73.91946368223539,13.0625,2024,,,1h
timeframe_year_relation,neutral,0,,,,,,,,,,,,,,,,,,2024,,,1h
timeframe_year_relation,unknown,0,,,,,,,,,,,,,,,,,,2024,,,1h
timeframe_year_relation,aligned,470,0.2531914893617021,2.6420212765957447,0.10490310127365106,1.1426765863326918,1241.75,0.46382978723404256,0.33191489361702126,0.23404255319148937,0.1829787234042553,0.7340425531914894,41.412234042553195,22.75,29.920744680851065,29.0,75.83610218954858,74.0,13.16595744680851,2025,,,1h
timeframe_year_relation,opposed,16,0.125,-8.65625,-0.35890625,0.5902366863905325,-138.5,0.4375,0.25,0.125,0.125,0.8125,38.015625,32.75,31.171875,26.875,73.75992131053601,73.29485179780343,14.125,2025,,,1h
